Price,Open,High,Low,Close,Volume
Ticker,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS,TATAPOWER.NS
Date,,,,,
2020-01-01,53.17428488764964,54.15725952344581,53.033861980360875,53.9232177734375,3878107
2020-01-02,54.20406844823597,54.43811018839037,53.174282648840496,54.29768371582031,12142359
2020-01-03,54.297682328657665,54.81257342960453,53.642364758728284,54.06364059448242,9746134
2020-01-06,53.40832895115951,53.82960483366172,52.378546634993086,53.127479553222656,3833784
2020-01-07,53.45513643643769,53.876412317737966,52.472161760866285,52.98705291748047,3974582
2020-01-08,52.4253515625,53.12747680664062,52.14450217908248,52.659393310546875,3078686
2020-01-09,52.94024201930738,54.484918965209246,52.94024201930738,54.110450744628906,6282472
2020-01-10,54.06364492280625,55.70193719319432,53.68917668966863,55.18704605102539,10571670
2020-01-13,55.42108422438175,56.0295905999358,55.09342364875095,55.60831832885742,5570014
2020-01-14,55.70193264474035,56.49767311118784,55.42108327841733,56.35725021362305,5841008
2020-01-15,56.45087088455782,57.199803790203596,56.07640621733183,57.0125732421875,5808570
2020-01-16,57.19979736187589,57.43383909178732,56.497672172141606,57.10618209838867,14551255
2020-01-17,57.19979883756598,58.135965781363744,56.918949468665346,57.62107467651367,6414265
2020-01-20,57.62107671962045,57.76150319464669,56.07640335029977,56.40406036376953,8384043
2020-01-21,55.795548783156626,56.45086636229707,55.56150704569172,55.748741149902344,6250007
2020-01-22,56.07640426643158,56.17001953718275,55.1402372741452,55.3742790222168,8871316
2020-01-23,55.233850449411285,56.40405914537339,55.140235182211725,56.31044387817383,8476777
2020-01-24,56.170017813763366,57.99554410694939,55.935976072872684,57.293418884277344,6085340
2020-01-27,56.918951725913736,58.042352817260735,56.49767587025941,56.82533645629883,7343803
2020-01-28,56.825335158010006,57.85511738502103,56.40405931198057,56.87214279174805,7799785
2020-01-29,57.433845546417515,58.042355541051215,56.54448972975967,57.0125732421875,5292349
2020-01-30,56.778531113180435,57.62107928730231,55.233854103833025,56.450870513916016,15197956
2020-01-31,56.63810238568941,56.731717655370126,53.9232167106252,54.391300201416016,7977888
2020-02-03,51.58279938749252,52.7998193235901,51.161527101667275,51.39556884765625,5011428
2020-02-04,51.770030368779544,53.17428075981982,51.11471280538873,52.7998161315918,8418747
2020-02-05,53.267898657333234,53.68917091027284,52.56577347417608,53.54874801635742,4115182
2020-02-06,53.40832430708756,54.48491773862414,53.22109020101248,54.0168342590332,3658979
2020-02-07,53.73598496792718,54.484917822182545,53.689173762941465,54.29768371582031,3340932
2020-02-10,54.01683392475822,54.43810976802177,52.37854175632825,53.3147087097168,3640927
2020-02-11,53.361517957000395,54.15725846296944,53.22109148126768,53.970027923583984,3188511
2020-02-12,54.11045001676627,54.53172586645399,52.191308447292876,52.425350189208984,4132841
2020-02-13,52.28492592982116,52.37854477326846,51.25514365025696,51.77003479003906,6687073
2020-02-14,51.77003026493243,52.05087962833844,50.13173814533841,50.365779876708984,7158438
2020-02-17,50.45940040025617,50.50620803385771,48.21259827544724,48.44664001464844,5167878
2020-02-18,48.44664115345791,48.63387526345879,47.37004769934807,48.25940704345703,5096324
2020-02-19,48.68068405138542,49.0083410732538,47.55728293596086,48.072174072265625,7216081
2020-02-20,48.540258950493445,49.28919542949625,47.65090313126676,48.306217193603516,22312622
2020-02-24,48.21260327456272,49.28919681499653,47.6040932610664,48.540260314941406,8835835
2020-02-25,48.821105687398614,49.570038499663056,48.25940339980528,48.39982986450195,7099808
2020-02-26,47.83813281424053,47.884944021726554,45.68494940405166,46.1998405456543,22209900
2020-02-27,46.29346069423366,46.480694815873825,44.46793425783129,46.15303421020508,18385687
2020-02-28,44.655168816181856,45.45090937694229,43.110491761536466,43.71900177001953,24044762
2020-03-02,44.0934625056931,44.748780093688055,40.48922112851114,41.004112243652344,17866454
2020-03-03,41.519003766383996,42.174321360812186,40.629648000224584,41.56581497192383,11775256
2020-03-04,41.23815318880611,42.36155423638541,40.582835613452055,41.893470764160156,8268039
2020-03-05,41.612622444030215,42.87644642241935,41.09773132584181,41.42538833618164,11568670
2020-03-06,40.53603226991167,41.331776399614775,38.80412466788856,40.3019905090332,8034080
2020-03-09,39.36582227574688,39.55305639302956,35.948814812911465,37.21263885498047,12055075
2020-03-11,36.88498647868977,37.49349297258842,35.38711692276666,35.480735778808594,13031174
2020-03-12,33.70200926304962,38.710500877831024,31.689248948029018,37.77433395385742,41974955
2020-03-13,35.48072879121391,40.06794469803367,32.39137500293905,39.45943832397461,36149525
2020-03-16,38.19561126174143,38.80412121434598,37.119021400232626,37.86795425415039,11109146
2020-03-17,37.867953570457715,39.83390272289651,36.04242731679684,36.46370315551758,9356819
2020-03-18,37.0254026166551,37.399870829768616,32.48499428141988,32.859458923339844,12710992
2020-03-19,31.080747301785813,34.357332032400706,30.659471407896536,32.01691436767578,11396652
2020-03-20,32.15732854334914,35.106255427758,31.82967158783392,34.357322692871094,12777728
2020-03-23,32.15733555583401,32.765845544422206,29.20841159955226,30.799896240234375,7631822
2020-03-24,31.033938548518726,32.71903849238175,29.208412121336362,32.20414733886719,11652363
2020-03-25,32.110524874750574,33.37435236863676,31.829675510951454,32.76584243774414,5874349
2020-03-26,33.09349830042993,33.46796648680153,31.314783343148058,32.95307540893555,11152198
2020-03-27,33.5615884670806,34.497755549244005,31.127555481933335,31.782873153686523,9984277
2020-03-30,31.782872501670152,31.782872501670152,30.00415365357197,30.238195419311523,9090303
2020-03-31,30.70627654749364,31.45520942500448,30.378619529580664,30.753084182739258,7034191
2020-04-01,30.23819125584151,30.706274722870617,29.348833739844242,29.53606605529785,5645202
2020-04-03,29.72330284401184,29.863727539698818,28.038202924574332,28.225435256958008,10639666
2020-04-07,29.770110652243556,32.1105282125016,28.83394362814034,31.50202178955078,12216361
2020-04-08,31.502021297217674,34.12328820950114,30.846703676348373,33.37435531616211,13337227
2020-04-09,33.982863226692565,34.6381808764314,33.32754557695374,34.17009735107422,6744006
2020-04-13,34.310523723203815,34.54456548510508,32.76584666617788,33.6083984375,4971715
2020-04-15,34.26371470492771,35.10626653012844,32.34457284885284,32.81265640258789,8241923
2020-04-16,32.81264997591919,33.233925806008685,32.29775888189577,32.48499298095703,9452838
2020-04-17,33.32754492064666,33.98286255748056,31.876486734853327,32.20414733886719,11813368
2020-04-20,32.43818534089237,32.43818534089237,31.080742587028812,31.40839958190918,24632398
2020-04-21,30.79989601587479,31.03393776805866,30.09777075932318,30.378620147705078,11655125
2020-04-22,30.331811904907227,31.17436005320297,29.67649429765921,30.331811904907227,11600499
2020-04-23,30.519042519750446,31.267978970526922,30.33181197824999,30.612661361694336,8034445
2020-04-24,30.519041712739718,30.519041712739718,28.833941885438836,29.067983627319336,13995409
2020-04-27,29.489259476942948,29.957342960703947,28.78713425130145,29.067983627319336,10333713
2020-04-28,29.395645619599023,29.442455044423323,28.5530956143284,28.74032974243164,10619659
2020-04-29,29.11479377746582,29.489260216749624,29.021176721245663,29.11479377746582,14334699
2020-04-30,29.395643427180566,30.097770462402412,29.067984620236196,29.676494598388672,32595506
2020-05-04,29.48925845898019,29.48925845898019,28.085008056171606,28.178625106811523,15845975
2020-05-05,28.880749828189675,29.489257968840054,28.412666368366818,28.553091049194336,11702153
2020-05-06,28.787134038990942,28.787134038990942,27.008417170936873,27.148841857910156,31848464
2020-05-07,27.242458911091273,27.57011770442678,26.96160775154793,27.148841857910156,13470518
2020-05-08,27.897775812496803,27.897775812496803,25.885017124902028,26.68075942993164,20376200
2020-05-11,27.14884236510678,27.14884236510678,25.416933098489228,25.557357788085938,36502236
2020-05-12,25.510551231149904,26.774377062106065,25.276509476735686,26.587142944335938,27226330
2020-05-13,28.085010593653777,29.021177613442237,27.00841887801643,28.365859985351562,53613887
2020-05-14,29.021175952666642,31.080743992578473,28.553092469559118,28.92755889892578,69089712
2020-05-15,29.021174910978754,29.77010774282984,27.85096624521348,29.395641326904297,36969885
2020-05-18,29.910536734670902,30.050959643693776,28.31905210072215,29.302026748657227,33654540
2020-05-19,29.489260775167626,30.753084808483035,28.646710824425067,30.378620147705078,37940322
2020-05-20,31.9701017825501,32.39137404007072,30.706274296408054,31.12755012512207,91642146
2020-05-21,31.502020631443752,31.736062378865494,30.4722348000719,30.753084182739258,35022500
2020-05-22,30.425425776728876,31.923291463413516,29.863725251423762,31.59563446044922,40498597
2020-05-26,31.595634113658555,33.7020097212358,31.455207644676026,33.46796798706055,51052291
2020-05-27,33.7020097212358,34.123285556989934,33.093499783902764,33.46796798706055,41541291
2020-05-28,33.65520394041801,35.106262057906065,33.6083963052462,34.54456329345703,45712056
2020-05-29,33.88924288155871,34.77860216096185,33.32754059242303,34.21689987182617,149706283
2020-06-01,35.19987828043742,37.493488177836845,34.82541361773968,36.93178939819336,64630249
2020-06-02,38.80412201731065,40.20837248666186,38.00837794196212,39.83390426635742,75507939
2020-06-03,40.58283951008435,40.95730775229716,38.47646368282335,39.03816604614258,70317645
2020-06-04,38.47645899919957,40.44241167471662,37.7275261771331,39.78709411621094,81866339
2020-06-05,41.1445401794964,41.51900483509881,40.06794670585292,41.09773254394531,55224827
2020-06-08,42.03389633173789,42.03389633173789,39.599860185715,39.927520751953125,42629869
2020-06-09,40.255178975780105,40.910496557066395,39.506246127678715,40.02113723754883,34471524
2020-06-10,40.0211435615886,40.77007652803449,39.787101786374635,40.06795120239258,19799619
2020-06-11,40.0679415612449,40.0679415612449,38.38284189941181,38.57007598876953,23571379
2020-06-12,35.574347304852395,39.459441925833545,35.38711318374599,39.03816604614258,43584191
2020-06-15,39.038163844003385,40.25518020575253,38.89773736829657,39.6934814453125,32174670
2020-06-16,40.67645531037285,40.67645531037285,37.63391267659987,38.42965316772461,33914922
2020-06-17,38.28922913954805,39.506245443020646,37.5871039370223,38.616886138916016,30296333
2020-06-18,38.476459251942046,40.58283483663654,38.476459251942046,40.208370208740234,29310661
2020-06-19,40.676455069753125,41.14453854910312,40.06794511812072,40.442413330078125,28219723
2020-06-22,40.9104970565865,41.097731163696366,40.25517946729874,40.86368942260742,21166722
2020-06-23,40.91049610051476,42.0807047786119,40.16156326077128,41.61262130737305,36865827
2020-06-24,41.56581697811849,41.799858732339445,39.974332335177266,40.48922348022461,40591791
2020-06-25,40.39560848812967,41.7530478151027,40.34879728000471,41.191349029541016,35938924
2020-06-26,41.6126195603746,44.37431263897999,41.47219309642099,43.391334533691406,46055970
2020-06-29,43.48496049788718,44.23389342900725,41.61262638449005,41.987091064453125,29327965
2020-06-30,42.782835205363256,42.92325812115169,41.2849657719292,41.987091064453125,26717326
2020-07-01,42.12751300431169,43.71899754315772,41.23815368220418,43.15729522705078,28893548
2020-07-02,43.67219268330687,47.463668380259094,42.829640941231375,46.621116638183594,112201519
2020-07-03,47.22962424185353,47.93174946773482,46.19983843451149,46.7147331237793,62701725
2020-07-06,47.41686218634086,47.650903947238504,46.71473690364792,47.136009216308594,33194342
2020-07-07,47.13600435605919,47.9317484037774,46.80834735306513,47.604087829589844,25556054
2020-07-08,47.604088566368354,49.33599958795301,47.4636656648519,48.867916107177734,41927350
2020-07-09,49.1019579300474,49.80408315238975,48.774297350238164,49.148765563964844,26268273
2020-07-10,47.370044612568336,49.10195555322773,46.52749652925786,47.089195251464844,53816347
2020-07-13,47.650898677516025,47.83812920857319,46.01260653241155,46.480690002441406,23184293
2020-07-14,47.447021770345664,47.447021770345664,45.32108885095957,46.52900695800781,29076620
2020-07-15,46.867225643178976,47.350392917850925,45.2244561720396,45.56267547607422,18652944
2020-07-16,45.41772249507336,46.09415739714834,44.40307198509773,45.12782287597656,17980227
2020-07-17,45.610988365487145,47.93018891448062,45.610988365487145,47.640289306640625,31130208
2020-07-20,48.316730780283315,48.316730780283315,47.10881251077623,47.398712158203125,16776010
2020-07-21,47.83355944298078,47.83355944298078,46.91554089823448,47.205440521240234,11941105
2020-07-22,47.012173769715595,49.7179095674368,46.91553811027379,48.36503982543945,30638769
2020-07-23,48.31672668457031,48.65494229685282,47.88187540715444,48.31672668457031,18215827
2020-07-24,48.268411838663134,48.70326312638103,47.012177652357714,47.253761291503906,15734602
2020-07-27,47.15712601118668,48.70326352617856,46.09415946472724,47.833560943603516,26232020
2020-07-28,47.978509505708146,48.70326038231236,46.915539341591156,47.49534225463867,19972698
2020-07-29,47.591974651394175,48.65494113864176,47.54365866311449,48.07514190673828,18443993
2020-07-30,48.07514146963755,48.558308720588684,45.997520816038254,46.384056091308594,23600645
2020-07-31,46.432370771484685,47.350389259692605,45.9008875476612,47.060489654541016,19704630
2020-08-03,47.15712641619074,47.833561354417064,46.72227512116854,47.10881042480469,10560743
2020-08-04,47.543661481879056,48.75157969185427,47.44702581331674,48.02682876586914,25280637
2020-08-05,48.26841282336889,48.26841282336889,47.01217861143551,47.30207824707031,14901694
2020-08-06,47.35039174777532,48.41335825127713,46.86722448504292,47.7369270324707,22695057
2020-08-07,47.688609455311784,48.89652766528699,47.44702581331674,48.02682876586914,20079095
2020-08-10,48.12345736695273,50.152762028894294,48.12345736695273,49.71791076660156,27048138
2020-08-11,50.2010831741098,50.82919845193071,49.37969655288774,50.152767181396484,20281106
2020-08-12,50.152761330494684,51.79552700874321,49.47632645260048,51.16741180419922,26298038
2020-08-13,53.14839825549333,55.95076981983789,50.780877959584814,54.21136474609375,112756334
2020-08-14,54.54958417162489,55.27433505870687,52.66523112795703,53.10008239746094,39660917
2020-08-17,53.63156833198225,54.45295123733191,53.003449390521574,54.16305160522461,22574630
2020-08-18,54.30800304650037,54.50127069588767,53.14840083645032,53.776519775390625,24508088
2020-08-19,54.1147370768722,56.288989905853676,53.92146942148573,54.79117202758789,48760656
2020-08-20,54.25968656504519,60.20264184761387,54.11473490774708,59.332942962646484,117113064
2020-08-21,60.39590892042468,61.26561148338829,59.62284202349799,59.86442565917969,64263094
2020-08-24,60.25095940949797,60.589178723257525,58.125026288832764,58.84977722167969,36278735
2020-08-25,58.94640655517578,59.622841466014506,57.0620534772228,57.980072021484375,45582317
2020-08-26,58.269970886025874,61.12065846057211,57.98007126694587,60.54085922241211,73743638
2020-08-27,60.97570098405075,61.12065262288311,59.28461573361524,59.52619934082031,28622558
2020-08-28,60.00937402278022,60.154325679650334,58.26997257170774,59.13967514038086,21774977
2020-08-31,59.33294383654411,59.6711594601895,55.9507728549949,56.77215576171875,36839728
2020-09-01,57.5935382619417,58.41492484914195,56.24067209063498,57.49690628051758,43683296
2020-09-02,57.641856210338716,59.28462196292764,56.86878563703371,58.89809036254883,25823443
2020-09-03,58.898093042997914,59.52620830455161,57.883442477200504,58.65650939941406,23071103
2020-09-04,57.980073161876184,58.221656800050674,56.240671704274654,56.91710662841797,20139542
2020-09-07,56.96542343161923,57.40027472379281,54.21136770536912,55.46760559082031,26138463
2020-09-08,55.757503517595424,56.240670786055915,52.810183917241176,53.34166717529297,24213780
2020-09-09,52.23038226656597,54.25968705572199,50.73256443479349,53.776519775390625,36318169
2020-09-10,54.54958262717747,55.27433349373978,52.85849727186543,53.583248138427734,30550597
2020-09-11,53.14840248621377,55.22602333063897,52.9551348308273,54.79117202758789,22160341
2020-09-14,54.98443608625412,56.43393787742489,54.54958481164815,55.17770004272461,22921566
2020-09-15,55.51591704140954,56.772151137843274,55.17769775903699,55.805816650390625,18732445
2020-09-16,56.09571642214705,56.33730004471123,54.646214686761994,54.88779830932617,18216129
2020-09-17,55.41928827322431,56.19235890834964,54.452953665591636,54.8394889831543,27360333
2020-09-18,55.12938149289467,55.419281100408504,53.873147402819065,54.30799865722656,15697096
2020-09-21,54.163052296681926,54.308003957722974,50.73256528602457,51.21573257446289,27253422
2020-09-22,51.2157285044778,51.747211742269556,48.703260278767566,49.71791076660156,34523774
2020-09-23,50.49097918674081,52.37533225728061,49.62127663533054,51.65058135986328,24481334
2020-09-24,50.82919239944226,51.16741168070985,48.41335618870311,48.7515754699707,21625654
2020-09-25,49.33137759839638,51.60226598232086,48.9931619834352,51.31236267089844,24165575
2020-09-28,51.79552799629802,52.7618625013504,51.55394437003493,52.3270149230957,16189540
2020-09-29,52.665234193064975,52.81018585342699,51.4573159776277,52.133750915527344,18384412
2020-09-30,51.988797765494446,52.18206541168135,51.21573086702058,51.50563049316406,10804820
2020-10-01,51.69889810246662,52.810184302543156,51.69889810246662,52.61691665649414,13913795
2020-10-05,52.665232111407015,53.293351033116764,51.795529556158705,52.037113189697266,13583076
2020-10-06,52.27869644491546,52.906815362079755,51.98879682402181,52.761863708496094,10850162
2020-10-07,52.858499705893784,54.98443641629306,52.52028040749293,54.25968551635742,25064716
2020-10-08,54.16304598862533,54.59789723482999,51.94047745791349,53.14839553833008,16737366
2020-10-09,53.14839991842363,53.6315671904093,52.327017030557485,52.61691665649414,10432260
2020-10-12,52.616915336393916,53.1967145737207,50.82919426313464,51.070777893066406,12879607
2020-10-13,51.02246284014935,53.24503153903153,50.78087920578664,52.23038101196289,18622520
2020-10-14,52.08543030375038,52.18206227790375,50.49097692630502,51.16741180419922,15451124
2020-10-15,51.31236262239737,52.906816088618655,50.925831017989054,51.11909866333008,23963776
2020-10-16,51.74721200830012,52.7618625013504,50.53929387698465,52.3270149230957,24636965
2020-10-19,52.52028060714591,53.679882788705825,52.08543301455044,53.34166717529297,18875642
2020-10-20,53.148398203392546,54.259684367609296,52.713546935382794,52.90681457519531,17720431
2020-10-21,53.00344981887787,53.48661710505277,51.40899998626498,52.133750915527344,17054864
2020-10-22,52.0854309990486,53.7281966992267,51.650579737006446,53.24502944946289,15185237
2020-10-23,53.24503247318916,53.82483541759625,52.85850086319155,53.389984130859375,13365938
2020-10-26,53.776519430267804,53.8248354207361,51.16741539596817,52.08543395996094,20120597
2020-10-27,52.665234020144446,52.665234020144446,51.215732166379,51.94048309326172,13240998
2020-10-28,51.98879758709453,52.27869721224322,51.11909871164847,51.31236267089844,13646853
2020-10-29,50.82919463769154,51.3123619011155,49.911179786204954,50.34602737426758,15351350
2020-10-30,50.68424777162945,51.07077937900247,49.91118087060966,50.39434814453125,12994219
2020-11-02,50.635926459232444,51.11909368236911,50.24939120621376,50.87751007080078,9575485
2020-11-03,50.92582956210446,52.03711204006661,50.877513573718915,51.795528411865234,11671919
2020-11-04,51.45731450318578,52.13374942170306,50.5392959485033,51.50563049316406,13555398
2020-11-05,51.69890052633864,53.96978533663087,51.69890052633864,53.48661804199219,22517409
2020-11-06,53.486616689711724,54.83948655500553,52.66523378410223,52.85850143432617,21662709
2020-11-09,53.58324965551559,53.7281976211678,52.0854318928009,53.10008239746094,22041528
2020-11-10,53.631569781542986,55.17770365208691,53.14840248621377,54.79117202758789,23878927
2020-11-11,55.51592237744267,56.53057294953858,54.79117144219217,55.322654724121094,40249499
2020-11-12,55.46760018975225,55.46760018975225,53.34166361323737,53.72819519042969,19585504
2020-11-13,53.148400492258205,53.87315140806172,52.761865195986815,53.389984130859375,15417488
2020-11-14,54.11473750144628,54.30800515834909,53.67988619498344,54.06642150878906,2578865
2020-11-17,54.59789664281505,56.240665951623455,54.01809744501133,55.70918273925781,26801425
2020-11-18,55.90245168749063,59.187990599351906,55.75750371819524,58.559871673583984,54298315
2020-11-19,58.22165796090216,59.38126018451514,56.77215610295438,57.15869140625,28987133
2020-11-20,57.545221160605124,57.88344046160951,54.7911691941591,56.14403533935547,23428511
2020-11-23,56.86878204345703,57.738484540331235,55.854131587952764,56.86878204345703,24196085
2020-11-24,57.351952143608365,58.12502270668784,56.38561762603266,57.93175506591797,25057495
2020-11-25,58.41492254898658,61.748777384677624,58.17333891866511,59.42957305908203,75949155
2020-11-26,60.10600571330868,60.589172955881466,59.139671228163124,60.250953674316406,30119954
2020-11-27,60.87907744987317,63.05333021594007,60.34759417764492,62.71511459350586,56608140
2020-12-01,63.39154759402279,67.11193428893166,62.81174831485676,66.53213500976562,70704403
2020-12-02,67.16025131305311,67.30520297025265,64.45451162048663,65.66242980957031,46261091
2020-12-03,66.19392725534817,67.35352595167785,65.32422454682656,66.9186782836914,37361699
2020-12-04,69.28618156476934,71.12221861216857,67.01529693596773,69.23786926269531,97738908
2020-12-07,70.01093244880477,70.88063498415676,68.75470200667169,69.23786926269531,39355314
2020-12-08,70.54243024190268,70.6390622334778,67.88500992457072,69.57609558105469,43645664
2020-12-09,70.15589094717073,72.47509547694249,69.47945967173845,70.6873779296875,58476323
2020-12-10,70.54241633473812,70.97726389737186,68.60974739406036,70.2042007446289,29242808
2020-12-11,70.30083956348128,71.6053897509745,69.72104029932292,70.34915924072266,36847385
2020-12-14,70.9772720336914,71.60539098592406,70.34916045400652,70.9772720336914,20767955
2020-12-15,70.92895547794153,72.95825650216786,70.05925293254529,72.62004089355469,38943070
2020-12-16,72.95826105112516,73.87627595639172,72.13687812969489,73.58638000488281,36595158
2020-12-17,73.68300437655365,74.11785194516696,72.13687067725996,72.66835021972656,28073186
2020-12-18,72.47509185870904,73.87627401895837,71.1705416797618,73.48974609375,49891456
2020-12-21,73.29648165099404,73.29648165099404,64.16462216710617,66.72541046142578,51731072
2020-12-22,66.67708133126064,69.47945289070712,64.45450900453305,69.23786926269531,46224467
2020-12-23,69.57608121585486,71.94359769709784,69.0929139851892,71.65370178222656,30689573
2020-12-24,72.08855244697887,73.05488694994789,71.75033684544916,71.9919204711914,23223241
2020-12-28,72.7166714778632,75.3257716915052,72.57171982765037,74.60102081298828,35601036
2020-12-29,75.37409785278648,76.1471684720906,73.68301232403806,73.97291564941406,28745694
2020-12-30,74.35944014244376,74.35944014244376,72.66835469202063,73.24816131591797,17918812
2020-12-31,73.29647441090617,73.92459334521159,72.8616268108357,73.10321044921875,15495713
2021-01-01,73.44142908277908,75.13251462086939,73.24816511315933,74.74597930908203,19041567
2021-01-04,75.42240992239134,76.9685436324738,74.89092300366904,76.5820083618164,23712305
2021-01-05,75.37408993735059,79.43269183111218,75.27745796322237,78.41804504394531,46181972
2021-01-06,79.23943826186378,80.68894018128812,78.03151999567683,79.67428588867188,46157617
2021-01-07,80.35072805201168,80.83389537959738,78.75627439646921,79.09449005126953,35219703
